wavelength (nm),irradiance (W/m^2/nm),uncertainty (W/m^2/nm),bandwidth (nm)
664.9,1.5534567950533962,0.004660370294004679,1.0
665.0,1.555718159610089,0.0046671549789607525,1.0
665.1,1.557759031406636,0.004673277027904987,1.0
665.2,1.5594041751456678,0.004678212571889162,1.0
665.3,1.5605351921094455,0.0046816058456897736,1.0
665.4,1.5610892413617967,0.004683267790824175,1.0
665.5,1.5610421456268024,0.004683126695454121,1.0
665.6,1.5603849633086158,0.00468115508556366,1.0
665.7,1.5591139579191398,0.004677341785281897,1.0
665.8,1.5572315371953571,0.004671695176512003,1.0
665.9,1.5547677429011892,0.004664303734898567,1.0
666.0,1.5518091736431134,0.004655427299439907,1.0
666.1,1.5485224827846087,0.004645567387342453,1.0
666.2,1.5451606625397742,0.004635482095181942,1.0
666.3,1.542037328143487,0.004626112524420023,1.0
666.4,1.539476005515629,0.004618428181856871,1.0
666.5,1.5377446727851258,0.00461323419585824,1.0
666.6,1.5369934588467085,0.004610980395227671,1.0
666.7,1.5372200558694935,0.00461166026070714,1.0
666.8,1.5382637349216628,0.004614791367202997,1.0
666.9,1.5398358473024405,0.00461950758472085,1.0
667.0,1.5415728646899676,0.004624718800187111,1.0
667.1,1.5430983009413661,0.004629294853657484,1.0
667.2,1.544083225216806,0.004632249940186739,1.0
667.3,1.5442977036298013,0.004632893484085798,1.0
667.4,1.5436505219121086,0.004630951676517725,1.0
667.5,1.5422124535441482,0.004626637790352106,1.0
667.6,1.5402161898207343,0.004620648920536041,1.0
667.7,1.5380269974298453,0.004614081233739853,1.0
667.8,1.5360796577230345,0.004608239512890577,1.0
667.9,1.5347917682028545,0.004604375455528498,1.0
668.0,1.534473107709986,0.004603419452905655,1.0
668.1,1.5352558819850277,0.004605767782777548,1.0
668.2,1.5370679088715662,0.004611203912645578,1.0
668.3,1.539658573920654,0.0046189757995307446,1.0
668.4,1.5426645586132408,0.004627993796020746,1.0
668.5,1.545695270065291,0.00463708583265543,1.0
668.6,1.5484070712592257,0.004645221401005983,1.0
668.7,1.550552704591019,0.004651658236980438,1.0
668.8,1.5519919718321658,0.004655975848436356,1.0
668.9,1.5526769380364407,0.004658030811697245,1.0
669.0,1.5526228888369666,0.004657869227230549,1.0
669.1,1.5518829642877185,0.0046556489542126656,1.0
669.2,1.5505341919909037,0.004651602823287249,1.0
669.3,1.5486760084867002,0.0046460279263556,1.0
669.4,1.5464354943328356,0.0046393065713346004,1.0
669.5,1.5439700715692568,0.004631910473108292,1.0
669.6,1.541457163436898,0.004624371416866779,1.0
669.7,1.5390719952425194,0.004617216531187296,1.0
669.8,1.5369569231863618,0.004610870964825153,1.0
669.9,1.5351946195652175,0.004605583846569061,1.0
670.0,1.5337957243786131,0.004601387772709131,1.0
670.1,1.5327118630934893,0.004598135594278574,1.0
670.2,1.531864229779079,0.004595592617988586,1.0
670.3,1.5311742782604718,0.0045935227535665035,1.0
670.4,1.5305903470939566,0.004591771401464939,1.0
670.5,1.5300889883181346,0.004590267315506935,1.0
670.6,1.5296576237551618,0.004588973242789507,1.0
670.7,1.5292632444299805,0.004587789997458458,1.0
670.8,1.5288273940831698,0.004586482420563698,1.0
670.9,1.5282192856407344,0.004584657959640026,1.0
671.0,1.5272739641428759,0.004581822082400322,1.0
671.1,1.525832379080236,0.004577497486025095,1.0
671.2,1.523788629988042,0.004571366123855114,1.0
671.3,1.5211339650920355,0.00456340191885829,1.0
671.4,1.5179813582087873,0.0045539443381130695,1.0
671.5,1.5145639102481174,0.004543691873550415,1.0
671.6,1.5112056866228414,0.004533617291599512,1.0
671.7,1.5082690367628513,0.004524807445704937,1.0
671.8,1.5060879467565786,0.004518263973295689,1.0
671.9,1.5049046689124965,0.004514713771641254,1.0
672.0,1.5048228757893742,0.0045144688338041306,1.0
672.1,1.5057909159341096,0.004517372697591782,1.0
672.2,1.5076221947258948,0.004522866569459438,1.0
672.3,1.5100430094163406,0.00453012902289629,1.0
672.4,1.5127556298402858,0.00453826691955328,1.0
672.5,1.5154960641221489,0.004546488169580698,1.0
672.6,1.5180711837822567,0.004554213955998421,1.0
672.7,1.5203689341401483,0.004561107140034437,1.0
672.8,1.5223431585781575,0.004567029885947704,1.0
672.9,1.5239866938289977,0.004571960307657719,1.0
673.0,1.5253042454699242,0.004575912840664387,1.0
673.1,1.526296333012651,0.004578889347612858,1.0
673.2,1.5269563226922154,0.00458086933940649,1.0
673.3,1.5272776806497526,0.004581833258271217,1.0
673.4,1.5272651923873972,0.004581795539706945,1.0
673.5,1.5269421659980096,0.004580826498568058,1.0
673.6,1.526352200503124,0.004579056985676289,1.0
673.7,1.5255567081816994,0.004576670005917549,1.0
673.8,1.5246241846551025,0.0045738727785646915,1.0
673.9,1.5236212473100412,0.004570863675326109,1.0
674.0,1.5225991779470516,0.004567797761410475,1.0
674.1,1.521588587794819,0.004564765840768814,1.0
674.2,1.5205899863744474,0.004561769776046276,1.0
674.3,1.5195763191143703,0.004558729473501444,1.0
674.4,1.518499850880561,0.004555499646812677,1.0
674.5,1.5173102889428616,0.004551930818706751,1.0
674.6,1.5159752437440275,0.004547925665974617,1.0
674.7,1.5145023880724502,0.004543507006019354,1.0
674.8,1.5129542731366146,0.004538862966001034,1.0
674.9,1.5114486482646168,0.004534346051514149,1.0
675.0,1.5101437946888532,0.00453043170273304,1.0
675.1,1.509205676420721,0.004527616780251265,1.0
675.2,1.5087732528531004,0.0045263199135661125,1.0
675.3,1.5089236115318583,0.004526771139353514,1.0
675.4,1.509655213903073,0.004528965801000595,1.0
675.5,1.5108894038951255,0.004532668273895979,1.0
675.6,1.5124867925189103,0.00453746085986495,1.0
675.7,1.5142757910496654,0.004542827606201172,1.0
675.8,1.5160749400400628,0.004548225086182356,1.0
675.9,1.517712001375698,0.004553136415779591,1.0
676.0,1.519032110612755,0.004557096399366856,1.0
676.1,1.519902992076366,0.004559709224849939,1.0
676.2,1.5202204337148286,0.004560661502182484,1.0
676.3,1.5199186073996152,0.004559756256639957,1.0
676.4,1.5189850148777604,0.004556955303996801,1.0
676.5,1.5174759732171823,0.0045524281449615955,1.0
676.6,1.515523328496523,0.004546570125967264,1.0
676.7,1.5133287511669062,0.00453998614102602,1.0
676.8,1.5111405078839564,0.004533421713858843,1.0
676.9,1.5092178849459994,0.004527653567492962,1.0
677.0,1.5077893076574291,0.004523368086665869,1.0
677.1,1.507015365081525,0.004521046299487352,1.0
677.2,1.506963653684764,0.004520891234278679,1.0
677.3,1.507599056473403,0.0045227971859276295,1.0
677.4,1.5087929443451822,0.004526379052549601,1.0
677.5,1.5103421182856656,0.004531026817858219,1.0
677.6,1.5120001099490084,0.004536000546067953,1.0
677.7,1.5135103704639923,0.00454053096473217,1.0
677.8,1.5146422865826594,0.004543927498161793,1.0
677.9,1.5152225511953472,0.004545667674392462,1.0
678.0,1.515160849188702,0.004545482341200113,1.0
678.1,1.5144641040553737,0.0045433929190039635,1.0
678.2,1.513236248109988,0.004539709072560072,1.0
678.3,1.5116620476917446,0.004534986335784197,1.0
678.4,1.5099743039921665,0.0045299232006073,1.0
678.5,1.508410553751862,0.004525231663137674,1.0
678.6,1.5071658736194313,0.004521497990936041,1.0
678.7,1.5063538068762088,0.004519061651080847,1.0
678.8,1.5059854830616057,0.0045179566368460655,1.0
678.9,1.5059736242076731,0.00451792124658823,1.0
679.0,1.5061581507722355,0.004518474917858839,1.0
679.1,1.5063551256367134,0.0045190658420324326,1.0
679.2,1.5064024211839055,0.004519207403063774,1.0
679.3,1.5062001912586285,0.004518601112067699,1.0
679.4,1.5057294137396622,0.004517188295722008,1.0
679.5,1.5050465755352926,0.004515140317380428,1.0
679.6,1.5042562383685685,0.00451276870444417,1.0
679.7,1.5034736738963344,0.004510421305894852,1.0
679.8,1.5027893570817017,0.004508368205279112,1.0
679.9,1.502245338401674,0.0045067365281283855,1.0
680.0,1.501829189537555,0.004505487624555826,1.0
680.1,1.5014860120880305,0.004504458047449589,1.0
680.2,1.5011411662066556,0.004503423348069191,1.0
680.3,1.500726286149992,0.004502179101109505,1.0
680.4,1.5002000107931186,0.004500600043684244,1.0
680.5,1.4995597126056361,0.0044986791908741,1.0
680.6,1.4988392397738326,0.004496517591178417,1.0
680.7,1.498100444163501,0.00449430150911212,1.0
680.8,1.4974184351797521,0.0044922553934156895,1.0
680.9,1.496866094321691,0.0044905985705554485,1.0
681.0,1.4965024361219037,0.0044895075261592865,1.0
681.1,1.4963623178182768,0.004489087034016848,1.0
681.2,1.4964506547908734,0.004489352460950613,1.0
681.3,1.4967423406370544,0.004490227438509464,1.0
681.4,1.4971835859132028,0.004491550847887993,1.0
681.5,1.497701668969971,0.004493105225265026,1.0
681.6,1.4982177339235425,0.004494653549045324,1.0
681.7,1.4986631552746226,0.00449598953127861,1.0
681.8,1.4989923858327483,0.00449697719886899,1.0
681.9,1.4991886913263641,0.004497566260397434,1.0
682.0,1.49925983445935,0.0044977799989283085,1.0
682.1,1.499223938198036,0.004497671965509653,1.0
682.2,1.4990918023917068,0.004497275687754154,1.0
682.3,1.4988553746087958,0.0044965664856135845,1.0
682.4,1.4984878500429832,0.00449546379968524,1.0
682.5,1.4979569590243433,0.004493871238082647,1.0
682.6,1.4972496538163673,0.004491749219596386,1.0
682.7,1.4963882534415365,0.004489164799451828,1.0
682.8,1.4954349194745504,0.004486305173486471,1.0
682.9,1.4944698165691208,0.004483409691601992,1.0
683.0,1.493556514975941,0.004480669740587473,1.0
683.1,1.4926996903004373,0.004478099290281534,1.0
683.2,1.4918176093631457,0.004475452937185764,1.0
683.3,1.4907408913640892,0.0044722226448357105,1.0
683.4,1.4892433089330481,0.0044677299447357655,1.0
683.5,1.4870971161271012,0.004461291246116161,1.0
683.6,1.4841405849534417,0.004452421795576811,1.0
683.7,1.4803399671318804,0.004441020078957081,1.0
683.8,1.4758297862245096,0.004427489824593067,1.0
683.9,1.4709199009968887,0.0044127595610916615,1.0
684.0,1.4660638351847146,0.004398191813379526,1.0
684.1,1.4617889830931676,0.004385367501527071,1.0
684.2,1.458604825863905,0.00437581492587924,1.0
684.3,1.4569013169819296,0.00437070382758975,1.0
684.4,1.456866419781604,0.004370599053800106,1.0
684.5,1.4584406801435066,0.0043753222562372684,1.0
684.6,1.4613229211420666,0.0043839686550199986,1.0
684.7,1.4650256909304213,0.004395077470690012,1.0
684.8,1.4689645088585115,0.004406893625855446,1.0
684.9,1.472560518989643,0.004417681600898504,1.0
685.0,1.475331494565922,0.004425995051860809,1.0
685.1,1.4769561475640811,0.004430868662893772,1.0
685.2,1.4773082066657925,0.004431924782693386,1.0
685.3,1.4764560575957144,0.004429368302226067,1.0
685.4,1.474637816549828,0.004423913545906544,1.0
685.5,1.472215053690455,0.004416645038872957,1.0
685.6,1.4696111710644901,0.00440883357077837,1.0
685.7,1.4672444755077874,0.004401733633130789,1.0
685.8,1.465464748263005,0.004396394360810518,1.0
685.9,1.4645074280426753,0.0043935226276516914,1.0
686.0,1.464474309170909,0.004393422976136208,1.0
686.1,1.4653389664845622,0.004396017175167799,1.0
686.2,1.4669745691911542,0.004400923848152161,1.0
686.3,1.4691911058812965,0.004407573491334915,1.0
686.4,1.4717692127337598,0.004415307659655809,1.0
686.5,1.4744902752230573,0.004423471167683601,1.0
686.6,1.4771547409073602,0.004431464243680239,1.0
686.7,1.4795964559536838,0.004438789561390877,1.0
686.8,1.4816873807057511,0.004445062484592199,1.0
686.9,1.483341645871607,0.004450025036931038,1.0
687.0,1.4845134045424926,0.004453540313988924,1.0
687.1,1.485189109451405,0.004455567803233862,1.0
687.2,1.4853777421566294,0.004456133581697941,1.0
687.3,1.4850983947136556,0.004455295391380787,1.0
687.4,1.4843722771872674,0.004453117027878761,1.0
687.5,1.4832203398863923,0.0044496613554656506,1.0
687.6,1.4816691678239322,0.004445007536560297,1.0
687.7,1.4797637986692453,0.0044392915442585945,1.0
687.8,1.4775839275173783,0.004432751797139645,1.0
687.9,1.4752593723531675,0.004425778519362211,1.0
688.0,1.4729718823516273,0.004418916068971157,1.0
688.1,1.4709428793996226,0.00441282894462347,1.0
688.2,1.4694036461159743,0.0044082109816372395,1.0
688.3,1.468552096482489,0.0044056568294763565,1.0
688.4,1.468508067864729,0.004405524581670761,1.0
688.5,1.4692814809383095,0.004407844506204128,1.0
688.6,1.4707628486095083,0.004412288777530193,1.0
688.7,1.4727405897421968,0.004418221767991781,1.0
688.8,1.4749406319354201,0.004424822051078081,1.0
688.9,1.4770771738122188,0.004431231878697872,1.0
689.0,1.4789018687920905,0.004436705727130175,1.0
689.1,1.4802398112677908,0.004440719727426767,1.0
689.2,1.4810074597594678,0.004443022422492504,1.0
689.3,1.481211777722211,0.004443635698407888,1.0
689.4,1.480933818974011,0.00444280169904232,1.0
689.5,1.4803011336312606,0.004440903197973967,1.0
689.6,1.4794569670584798,0.004438371397554874,1.0
689.7,1.4785300083015882,0.004435590002685785,1.0
689.8,1.477612370783719,0.004432837478816509,1.0
689.9,1.476752698784398,0.004430258180946112,1.0
690.0,1.475957316359682,0.004427872132509947,1.0
690.1,1.4752075910221374,0.0044256229884922504,1.0
690.2,1.4744770276743506,0.00442343158647418,1.0
690.3,1.4737481427490247,0.004421244375407696,1.0
690.4,1.4730173795890402,0.004419052507728338,1.0
690.5,1.472289453762263,0.004416868556290865,1.0
690.6,1.4715613780763375,0.004414684139192104,1.0
690.7,1.4708037701475942,0.004412411712110043,1.0
690.8,1.4699493032560231,0.0044098482467234135,1.0
690.9,1.4688974918474078,0.004406692460179329,1.0
691.0,1.467537140433737,0.004402611870318651,1.0
691.1,1.465783099046967,0.0043973494321107864,1.0
691.2,1.4636174545235754,0.004390852525830269,1.0
691.3,1.4611194124187243,0.004383358638733625,1.0
691.4,1.4584696728933906,0.004375409334897995,1.0
691.5,1.4559237358047545,0.0043677715584635735,1.0
691.6,1.4537563828870725,0.004361269064247608,1.0
691.7,1.4521933619612897,0.0043565803207457066,1.0
691.8,1.4513518229189086,0.004354055970907211,1.0
691.9,1.4512080880145037,0.004353624768555164,1.0
692.0,1.4516074426634074,0.00435482244938612,1.0
692.1,1.4523124700123298,0.004356937482953072,1.0
692.2,1.4530749833305263,0.004359224811196327,1.0
692.3,1.453706200053624,0.004361118655651808,1.0
692.4,1.4541217794529795,0.004362365696579218,1.0
692.5,1.4543470976776993,0.004363041836768389,1.0
692.6,1.4544854276621568,0.00436345674097538,1.0
692.7,1.4546628509030912,0.004363988991826773,1.0
692.8,1.4549743181568433,0.004364923108369112,1.0
692.9,1.4554517294407725,0.004366355482488871,1.0
693.0,1.4560653127374243,0.004368196241557598,1.0
693.1,1.4567463526320148,0.004370239097625017,1.0
693.2,1.4574256441698754,0.004372277297079563,1.0
693.3,1.458061166845833,0.004374183714389801,1.0
693.4,1.4586466665381002,0.004375940188765526,1.0
693.5,1.459197848485415,0.004377593751996756,1.0
693.6,1.459726641475979,0.004379180260002613,1.0
693.7,1.460211186055366,0.0043806335888803005,1.0
693.8,1.4605852544706523,0.004381755832582712,1.0
693.9,1.4607404585952044,0.00438222149387002,1.0
694.0,1.4605539139274453,0.004381661769002676,1.0
694.1,1.4599224574297107,0.004379767458885908,1.0
694.2,1.4587996227754283,0.004376399330794811,1.0
694.3,1.457218518845755,0.004371655639261007,1.0
694.4,1.4552943473632658,0.004365883301943541,1.0
694.5,1.453203462573638,0.004359610844403505,1.0
694.6,1.4511445577262498,0.004353433847427368,1.0
694.7,1.449295805357777,0.004347887355834246,1.0
694.8,1.447782687528366,0.00434334808960557,1.0
694.9,1.446665777305745,0.004339997656643391,1.0
695.0,1.445951728436097,0.004337855149060488,1.0
695.1,1.445615934047277,0.004336847923696041,1.0
695.2,1.4456267838496113,0.004336880519986153,1.0
695.3,1.4459572532433629,0.004337871912866831,1.0
695.4,1.4465813166897834,0.004339744336903095,1.0
695.5,1.4474596811201978,0.0043423790484666824,1.0
695.6,1.4485254494108213,0.004345576744526625,1.0
695.7,1.449680953359425,0.0043490431271493435,1.0
695.8,1.4508070749243593,0.004352421499788761,1.0
695.9,1.4517843264114083,0.004355353303253651,1.0
696.0,1.4525167879750727,0.004357550758868456,1.0
696.1,1.452951499392357,0.0043588546104729176,1.0
696.2,1.4530835952362466,0.0043592508882284164,1.0
696.3,1.4529548762184976,0.004358864855021238,1.0
696.4,1.4526352266552507,0.004357906058430672,1.0
696.5,1.4522009847966315,0.004356603138148785,1.0
696.6,1.451709406827886,0.004355128388851881,1.0
696.7,1.4511739101380898,0.004353521857410669,1.0
696.8,1.4505450511989246,0.004351635463535786,1.0
696.9,1.449705819987427,0.004349117632955313,1.0
697.0,1.4484798522673095,0.004345439840108156,1.0
697.1,1.446661980873989,0.004339986015111208,1.0
697.2,1.4440638628299272,0.004332191776484251,1.0
697.3,1.4405733835110033,0.004321720451116562,1.0
697.4,1.4362105441182054,0.004308631643652916,1.0
697.5,1.4311702214879358,0.004293510690331459,1.0
697.6,1.425829521180886,0.004277488682419062,1.0
697.7,1.4207127204319525,0.004262138158082962,1.0
697.8,1.4164092052806472,0.004249227698892355,1.0
697.9,1.4134611761159992,0.004240383394062519,1.0
698.0,1.4122455786489414,0.0042367372661828995,1.0
698.1,1.4128863563856982,0.004238659515976906,1.0
698.2,1.4152229302536,0.004245669115334749,1.0
698.3,1.4188476733787585,0.0042565432377159595,1.0
698.4,1.4232019708001054,0.004269605968147516,1.0
698.5,1.4276991739052367,0.004283097572624683,1.0
698.6,1.4318410409886144,0.004295523278415203,1.0
698.7,1.4352938257364452,0.0043058814480900764,1.0
698.8,1.4379119250002752,0.004313735757023096,1.0
698.9,1.4397085463663721,0.004319125786423683,1.0
699.0,1.4407966836325263,0.004322390537708998,1.0
699.1,1.4413180436093365,0.004323954228311777,1.0
699.2,1.4413872985170544,0.004324161913245916,1.0
699.3,1.4410593267757736,0.004323177970945835,1.0
699.4,1.440324877080742,0.004320974927395582,1.0
699.5,1.4391298203076064,0.0043173898011446,1.0
699.6,1.4374064001401317,0.004312219098210335,1.0
699.7,1.4351094290498114,0.004305328242480755,1.0
699.8,1.4322438923509777,0.004296731669455767,1.0
699.9,1.428880903204787,0.0042866431176662445,1.0
700.0,1.4251599505064427,0.004275479819625616,1.0
700.1,1.4212743325759862,0.004263823386281729,1.0
700.2,1.4174513557695043,0.004252354148775339,1.0
700.3,1.4139233217480254,0.0042417701333761215,1.0
700.4,1.4109000632909487,0.004232700448483229,1.0
700.5,1.4085410804850769,0.004225623328238726,1.0
700.6,1.4069277868103565,0.004220783710479736,1.0
700.7,1.4060428885210776,0.004218128975480795,1.0
700.8,1.4057582960079145,0.0042172749526798725,1.0
700.9,1.4058463332622146,0.004217538982629776,1.0
701.0,1.4060134362031387,0.0042180404998362064,1.0
701.1,1.405958697651583,0.004217876587063074,1.0
701.2,1.40544360178717,0.0042163310572505,1.0
701.3,1.4043532565962316,0.004213059786707163,1.0
701.4,1.4027304818327309,0.004208191763609648,1.0
701.5,1.4007677166242587,0.004202303476631641,1.0
701.6,1.3987562871550405,0.00419626897200942,1.0
701.7,1.3970058423878287,0.004191017709672451,1.0
701.8,1.395757725485598,0.0041872733272612095,1.0
701.9,1.3951258993352973,0.00418537762016058,1.0
702.0,1.3950812912621642,0.004185243975371122,1.0
702.1,1.3954885884459256,0.004186465870589018,1.0
702.2,1.396175253053881,0.004188525956124067,1.0
702.3,1.397008060303223,0.004191024228930473,1.0
702.4,1.397932231679957,0.004193796776235104,1.0
702.5,1.3989705058121789,0.004196911584585905,1.0
702.6,1.4001772815707088,0.004200532101094723,1.0
702.7,1.4015796534895526,0.004204738885164261,1.0
702.8,1.4031274287446522,0.004209382459521294,1.0
702.9,1.40468572411196,0.004214057233184576,1.0
703.0,1.4060623802009617,0.004218187183141708,1.0
703.1,1.4070662866351817,0.004221199080348015,1.0
703.2,1.4075692139367557,0.004222707822918892,1.0
703.3,1.4075507412990798,0.004222652409225702,1.0
703.4,1.4071135222387148,0.004221341107040644,1.0
703.5,1.4064651016853964,0.004219395574182272,1.0
703.6,1.4058757955707635,0.0042176274582743645,1.0
703.7,1.405621364708841,0.004216864239424467,1.0
703.8,1.4059259484323825,0.004217778332531452,1.0
703.9,1.4069156682005668,0.004220747388899326,1.0
704.0,1.4085980869050765,0.004225794691592455,1.0
704.1,1.410863108024987,0.0042325896210968494,1.0
704.2,1.413510050179553,0.004240530543029308,1.0
704.3,1.416291745680238,0.004248875193297863,1.0
704.4,1.4189617561530268,0.004256885498762131,1.0
704.5,1.421312246940497,0.004263937007635832,1.0
704.6,1.4231946976361096,0.004269584082067013,1.0
704.7,1.4245198521311582,0.004273559432476759,1.0
704.8,1.4252491266902698,0.004275747574865818,1.0
704.9,1.425379004618765,0.004276137333363295,1.0
705.0,1.4249342326573278,0.004274803213775158,1.0
705.1,1.4239676911040746,0.004271903540939093,1.0
705.2,1.422563231147765,0.004267689771950245,1.0
705.3,1.4208375930648958,0.004262513015419245,1.0
705.4,1.4189304355910395,0.004256791435182095,1.0
705.5,1.4169874617807483,0.004250962752848864,1.0
705.6,1.4151407075342524,0.004245422314852476,1.0
705.7,1.4134879009974395,0.004240463953465223,1.0
705.8,1.4120857089095735,0.0042362576350569725,1.0
705.9,1.410948138105712,0.004232844337821007,1.0
706.0,1.4100533890750873,0.004230160266160965,1.0
706.1,1.4093518384584045,0.004228055477142334,1.0
706.2,1.408776719009807,0.004226330667734146,1.0
706.3,1.4082517624134385,0.004224755801260471,1.0
706.4,1.4077053759588682,0.004223116207867861,1.0
706.5,1.4070891851130367,0.004221267998218536,1.0
706.6,1.4063987740263748,0.0042191967368125916,1.0
706.7,1.4056873826589562,0.004217062145471573,1.0
706.8,1.4050658867992758,0.004215197637677193,1.0
706.9,1.4046817678304457,0.004214045125991106,1.0
707.0,1.4046802292765237,0.004214040469378233,1.0
707.1,1.4051619565039228,0.004215485882014036,1.0
707.2,1.4061478798403515,0.004218443762511015,1.0
707.3,1.4075639388947367,0.0042226919904351234,1.0
707.4,1.409248125937196,0.0042277448810637,1.0
707.5,1.4109772807147443,0.004232931882143021,1.0
707.6,1.4124997397643972,0.004237499553710222,1.0
707.7,1.4135689548154307,0.004240707028657198,1.0
707.8,1.4139716762998653,0.004241914954036474,1.0
707.9,1.4135515012199629,0.0042406548745930195,1.0
708.0,1.4122298434383738,0.004236689768731594,1.0
708.1,1.4100227978276219,0.004230068530887365,1.0
708.2,1.4070527993118382,0.004221158567816019,1.0
708.3,1.4035438073927986,0.004210631363093853,1.0
708.4,1.3997985475406063,0.004199395887553692,1.0
708.5,1.396152534407004,0.00418845796957612,1.0
708.6,1.3929178946259964,0.004178754054009914,1.0
708.7,1.3903304865157307,0.004170991480350494,1.0
708.8,1.3885169110846605,0.004165550693869591,1.0
708.9,1.3874906057030798,0.004162471741437912,1.0
709.0,1.3871760813227034,0.0041615283116698265,1.0
709.1,1.3874475561650883,0.004162342753261328,1.0
709.2,1.3881711760390056,0.004164513666182756,1.0
709.3,1.3892308800294293,0.004167692735791206,1.0
709.4,1.390538920609746,0.004171616863459349,1.0
709.5,1.3920333659892832,0.004176100250333548,1.0
709.6,1.3936651223110699,0.0041809952817857265,1.0
709.7,1.3953860648072935,0.004186158534139395,1.0
709.8,1.397139736541498,0.004191419575363398,1.0
709.9,1.39885647299096,0.004196569789201021,1.0
710.0,1.4004539715114535,0.004201361909508705,1.0
710.1,1.401840138661065,0.0042055207304656506,1.0
710.2,1.4029194741999111,0.004208758473396301,1.0
710.3,1.4036009536813365,0.0042108031921088696,1.0
710.4,1.4038075195313038,0.004211422987282276,1.0
710.5,1.4034855821183934,0.0042104572057724,1.0
710.6,1.4026132120539092,0.004207839723676443,1.0
710.7,1.4012114295810485,0.004203634336590767,1.0
710.8,1.399346162734437,0.004198038950562477,1.0
710.9,1.3971294661945366,0.004191388376057148,1.0
711.0,1.3947116486870563,0.004184135235846043,1.0
711.1,1.3922638593499232,0.0041767917573452,1.0
711.2,1.3899535208235776,0.004169860854744911,1.0
711.3,1.3879130986044752,0.004163739737123251,1.0
711.4,1.3862164632621001,0.00415864959359169,1.0
711.5,1.384864873613298,0.004154594615101814,1.0
711.6,1.3837911328159869,0.004151373635977507,1.0
711.7,1.3828854140957094,0.004148656036704779,1.0
711.8,1.3820322959364726,0.004146096762269735,1.0
711.9,1.3811513739099277,0.004143454600125551,1.0
712.0,1.3802232662328995,0.004140669945627451,1.0
712.1,1.3792930505371856,0.004137879237532616,1.0
712.2,1.378446136546687,0.004135338589549065,1.0
712.3,1.377765995806986,0.004133298061788082,1.0
712.4,1.3772900431520998,0.004131870344281197,1.0
712.5,1.3769830217197467,0.004130949266254902,1.0
712.6,1.3767416485849429,0.004130225162953138,1.0
712.7,1.3764339677723372,0.004129301756620407,1.0
712.8,1.3759566663851164,0.004127869848161936,1.0
712.9,1.37529083219877,0.004125872626900673,1.0
713.0,1.374531475913297,0.0041235946118831635,1.0
713.1,1.3738736941585172,0.004121621139347553,1.0
713.2,1.373559499468267,0.004120678640902042,1.0
713.3,1.373804229447992,0.004121412523090839,1.0
713.4,1.374720608149016,0.004124162252992392,1.0
713.5,1.3762749272535897,0.004128824919462204,1.0
713.6,1.3782835693426503,0.004134850576519966,1.0
713.7,1.3804490640068936,0.004141347482800484,1.0
713.8,1.3824228288768483,0.004147268366068602,1.0
713.9,1.383872955910939,0.004151619039475918,1.0
714.0,1.3845401488202296,0.0041536204516887665,1.0
714.1,1.3842691535271192,0.0041528078727424145,1.0
714.2,1.383019228324499,0.004149057902395725,1.0
714.3,1.3808596281200873,0.004142579156905413,1.0
714.4,1.3779578454885935,0.0041338736191391945,1.0
714.5,1.3745657237239801,0.0041236975230276585,1.0
714.6,1.3710048605584217,0.004113014787435532,1.0
714.7,1.367639004107194,0.004102917388081551,1.0
714.8,1.3648326917437543,0.004094498232007027,1.0
714.9,1.3628999782898141,0.004088699817657471,1.0
715.0,1.3620450917926277,0.004086135886609554,1.0
715.1,1.3623200133954227,0.004086960107088089,1.0
715.2,1.363610490483563,0.0040908316150307655,1.0
715.3,1.3656572667305518,0.004096972290426493,1.0
715.4,1.3681083929313862,0.004104325547814369,1.0
715.5,1.3705806792439557,0.0041117421351373196,1.0
715.6,1.372714323843888,0.004118143115192652,1.0
715.7,1.3742087192703758,0.004122626502066851,1.0
715.8,1.3748377680311288,0.004124513361603022,1.0
715.9,1.3744574754658843,0.004123372491449118,1.0
716.0,1.3730184180275453,0.004119055345654488,1.0
716.1,1.3705886517506431,0.00411176634952426,1.0
716.2,1.3673795779403295,0.004102138802409172,1.0
716.3,1.3637575922234988,0.004091273061931133,1.0
716.4,1.3602195576015257,0.004080659244209528,1.0
716.5,1.3573200028760362,0.004071960225701332,1.0
716.6,1.355566341132442,0.004066699184477329,1.0
716.7,1.3552953358487212,0.00406588613986969,1.0
716.8,1.3565836349839069,0.004069751128554344,1.0
716.9,1.359218128838557,0.0040776547975838184,1.0
717.0,1.3627369415271127,0.004088210873305798,1.0
717.1,1.366529596832596,0.004099588841199875,1.0
717.2,1.369974409073739,0.004109923727810383,1.0
717.3,1.3725506976352038,0.004117652308195829,1.0
717.4,1.3739228179873182,0.00412176875397563,1.0
717.5,1.3739643689338268,0.004121893085539341,1.0
717.6,1.3727361633170951,0.004118208773434162,1.0
717.7,1.3704329181237676,0.004111298825591803,1.0
717.8,1.3673213127034842,0.004101964179426432,1.0
717.9,1.3636843110999977,0.004091053269803524,1.0
718.0,1.3597807000811397,0.004079342354089022,1.0
718.1,1.3558232796374452,0.0040674698539078236,1.0
718.2,1.3519710103627824,0.004055913537740707,1.0
718.3,1.3483321505058574,0.004044997040182352,1.0
718.4,1.3449777033311177,0.004034933168441057,1.0
718.5,1.3419598597845983,0.00402587978169322,1.0
718.6,1.339330561047088,0.004017991945147514,1.0
